,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,sentiment
11,RT @LymeAction: Layton and Matt #cycling in @RideLondon #fundraising for our @RCGP Spotlight project to raise awareness in #primarycare - c…,FALSE,0,NA,19/06/2018 11:10,FALSE,NA,1.00903E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",InfoHmc55,4,TRUE,FALSE,NA,NA,0.631075911
12,"#40DaysToGo - until #RideLondon Why not let today be your #RestDay 
If your body says no....listen!",FALSE,0,NA,19/06/2018 11:01,FALSE,NA,1.00903E+18,NA,"<a href=""http://www.socialsignin.co.uk"" rel=""nofollow"">SocialSignIn Application</a>",nxcare,0,FALSE,FALSE,NA,NA,0.239634443
13,#40DaysToGo - until #RideLondon Why not let today be your #RestDay If your body says no....listen!,FALSE,0,NA,19/06/2018 11:01,FALSE,NA,1.00903E+18,NA,"<a href=""http://www.socialsignin.co.uk"" rel=""nofollow"">SocialSignIn Application</a>",nxupdates,0,FALSE,FALSE,NA,NA,0.239634443
14,Make the most of the great outdoors this summer by taking part in the Prudential RideLondon-Surrey 46. Make sure yo… https://t.co/IjBhyDS3gI,FALSE,0,NA,19/06/2018 11:00,TRUE,NA,1.00903E+18,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",CureParkinsonsT,0,FALSE,FALSE,NA,NA,0.815600061
15,Looking for a place to enjoy this years Prudential RideLondon. Join @esher_fc at Giggs Hill Green on Sunday 29 July… https://t.co/dgh4GMN85u,FALSE,1,NA,19/06/2018 10:39,TRUE,NA,1.00902E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",esher_fc,0,FALSE,FALSE,NA,NA,0.805472457
16,"Woohoo ,Bike Jockey #46 #ridelondon https://t.co/6P3AS8bNW8",FALSE,1,NA,19/06/2018 10:31,FALSE,NA,1.00902E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kennedy107,0,FALSE,FALSE,NA,NA,0.943328977
17,"#CharityTuesday As Toby gears up (<U+0001F609>) to participate in this years @RideLondon event, Team LL are supporting him thr… https://t.co/Mxru6GcXy1",FALSE,0,NA,19/06/2018 10:30,TRUE,NA,1.00902E+18,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",LeonardLeese,0,FALSE,FALSE,NA,NA,0.642979029
18,RT @EvelinaLondon: We need enthusiastic volunteers to help cheer on our incredible cyclists taking part in #RideLondon on Sunday 29 July. J…,FALSE,0,NA,19/06/2018 10:26,FALSE,NA,1.00902E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",evelina_vips,4,TRUE,FALSE,NA,NA,0.639385873
19,RT @MattBeerStokes: I am running the @RideLondon 100 mile event in July for @GreatOrmondSt after they took such amazing care of my son. If…,FALSE,0,NA,19/06/2018 10:25,FALSE,NA,1.00902E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DaveBibby,4,TRUE,FALSE,NA,NA,0.63491571
20,RT @DpMedical: Don't forget our very own Owen Pemberton is taking part in a major cycling challenge in July &amp; he needs your help! He’s cycl…,FALSE,0,NA,19/06/2018 09:36,FALSE,NA,1.00901E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",robhdpmed,2,TRUE,FALSE,NA,NA,0.587413776
21,RT @DpMedical: Don't forget our very own Owen Pemberton is taking part in a major cycling challenge in July &amp; he needs your help! He’s cycl…,FALSE,0,NA,19/06/2018 09:36,FALSE,NA,1.00901E+18,NA,"<a href=""https://crankycyclist.com"" rel=""nofollow"">Cranky Cyclist Apparel</a>",ApparelCranky,2,TRUE,FALSE,NA,NA,0.587413776
22,Don't forget our very own Owen Pemberton is taking part in a major cycling challenge in July &amp; he needs your help!… https://t.co/1Qo1KCEvEA,FALSE,2,NA,19/06/2018 09:36,TRUE,NA,1.00901E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",DpMedical,2,FALSE,FALSE,NA,NA,0.587413776
23,Help support Joe Fisher as he cycles 100 miles from London to Surrey to raise money for local charity… https://t.co/gWz7KbRS4M,FALSE,1,NA,19/06/2018 09:15,TRUE,NA,1.009E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",LBRUT,0,FALSE,FALSE,NA,NA,0.672614113
24,@SallyGunnell @RideLondon Thank you Sally! <U+0001F600><U+0001F6B4><U+200D><U+2640><U+FE0F>,FALSE,1,SallyGunnell,19/06/2018 08:49,FALSE,1.00868E+18,1.009E+18,221502574,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GreatOrmondSt,0,FALSE,FALSE,NA,NA,0.835031452
25,"RT @scope: Come cheer with us! On Sunday 29 July, over 200 #TeamScope cyclists are taking on  @RideLondon - a 100 mile ride through Surrey…",FALSE,0,NA,19/06/2018 08:45,FALSE,NA,1.00899E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dantromp_,4,TRUE,FALSE,NA,NA,0.656046463
26,"RT @visitlondon: If you love cycling then get involved with @RideLondon this summer! 

Cycling shows, competitive races and free cycle ride…",FALSE,0,NA,19/06/2018 08:36,FALSE,NA,1.00899E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AndyPennefather,8,TRUE,FALSE,NA,NA,0.891853363
27,"RT @RideLondon: It's the end of #BikeWeek already...

If you've got back on the saddle this week, why not keep going and take part in the P…",FALSE,0,NA,19/06/2018 08:36,FALSE,NA,1.00899E+18,NA,"<a href=""http://www.cyclinglatest.com"" rel=""nofollow"">Cycling Latest</a>",cyclinglt,2,TRUE,FALSE,NA,NA,0.432390832
28,"RT @scope: Come cheer with us! On Sunday 29 July, over 200 #TeamScope cyclists are taking on  @RideLondon - a 100 mile ride through Surrey…",FALSE,0,NA,19/06/2018 08:31,FALSE,NA,1.00899E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DesireInspire15,4,TRUE,FALSE,NA,NA,0.656046463
29,"RT @scope: Come cheer with us! On Sunday 29 July, over 200 #TeamScope cyclists are taking on  @RideLondon - a 100 mile ride through Surrey…",FALSE,0,NA,19/06/2018 08:28,FALSE,NA,1.00899E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HashtagChandy,4,TRUE,FALSE,NA,NA,0.656046463
30,RT @LymeAction: Layton and Matt #cycling in @RideLondon #fundraising for our @RCGP Spotlight project to raise awareness in #primarycare - c…,FALSE,0,NA,19/06/2018 08:25,FALSE,NA,1.00899E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AFMcGuinness,4,TRUE,FALSE,NA,NA,0.631075911
31,"RT @scope: Come cheer with us! On Sunday 29 July, over 200 #TeamScope cyclists are taking on  @RideLondon - a 100 mile ride through Surrey…",FALSE,0,NA,19/06/2018 08:24,FALSE,NA,1.00899E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Steven84425776,4,TRUE,FALSE,NA,NA,0.656046463
32,@ChrisMoyles Morning Chris. What can I say!? Toby's naked cycling inspired me! I'm doing the RideLondon. 100 mls ro… https://t.co/HOirNUMBEa,FALSE,1,ChrisMoyles,19/06/2018 08:24,TRUE,NA,1.00899E+18,19982092,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stueyessex,0,FALSE,FALSE,NA,NA,0.695568262
33,"Come cheer with us! On Sunday 29 July, over 200 #TeamScope cyclists are taking on  @RideLondon - a 100 mile ride th… https://t.co/JPJ8FDwxI3",FALSE,2,NA,19/06/2018 08:24,TRUE,NA,1.00899E+18,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",scope,4,FALSE,FALSE,NA,NA,0.662991591
34,RT @MattBeerStokes: I am running the @RideLondon 100 mile event in July for @GreatOrmondSt after they took such amazing care of my son. If…,FALSE,0,NA,19/06/2018 06:45,FALSE,NA,1.00896E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lorrainesstokes,4,TRUE,FALSE,NA,NA,0.63491571
35,RT @DementiaUK: Time is running out to get a place for RideLondon 46! Get on your bike and help us provide families with the specialist dem…,FALSE,0,NA,19/06/2018 05:43,FALSE,NA,1.00895E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MartynCheatle,4,TRUE,FALSE,NA,NA,0.628691889
36,RT @SallyGunnell: Don't miss out on your chance to take part in the @RideLondon -Surrey 46. Join Team @GreatOrmondSt today and make a diffe…,FALSE,0,NA,19/06/2018 05:42,FALSE,NA,1.00895E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Less_worry,1,TRUE,FALSE,NA,NA,0.317053418
37,RT @MattBeerStokes: I am running the @RideLondon 100 mile event in July for @GreatOrmondSt after they took such amazing care of my son. If…,FALSE,0,NA,19/06/2018 05:11,FALSE,NA,1.00894E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lee_B,4,TRUE,FALSE,NA,NA,0.63491571
38,Emilio and I are participating in this year’s Prudential RideLondon on 29/7. We’ll be riding 46 miles around London… https://t.co/qNePSNDjJi,FALSE,0,NA,19/06/2018 00:53,TRUE,NA,1.00888E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lauraarribas_,0,FALSE,FALSE,NA,NA,0.578551212
39,RT @scope: Join us on July 29 because @RideLondon is back! We've got over 200 amazing #TeamScope cyclists pedalling for us and we need you…,FALSE,0,NA,18/06/2018 22:15,FALSE,NA,1.00884E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AsieduEdmund,2,TRUE,FALSE,NA,NA,0.697735996
40,"RT @chintz91: First ride after coming back to the Midlands!

Great start to my (very late!) training for @RideLondon 100 milses in July!

#…",FALSE,0,NA,18/06/2018 22:05,FALSE,NA,1.00883E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Turtleflea1,2,TRUE,FALSE,NA,NA,0.672874507
41,Less than six weeks to go until @sparklehannah87 and I follow in the footsteps of @TeamGB as we power up Box Hill d… https://t.co/t33oFrN0pq,FALSE,0,NA,18/06/2018 21:37,TRUE,NA,1.00883E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jonnygillespie,0,FALSE,FALSE,NA,NA,0.639599776
42,RT @matildaprice_: My wonderful friend @Kerry13_ is riding the RideLondon 100 next month in support of Ataxia UK and her brother Ross. Such…,FALSE,0,NA,18/06/2018 21:33,FALSE,NA,1.00882E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kerry13_,1,TRUE,FALSE,NA,NA,0.698535959
43,My wonderful friend @Kerry13_ is riding the RideLondon 100 next month in support of Ataxia UK and her brother Ross.… https://t.co/8VvubLiXI8,FALSE,1,NA,18/06/2018 21:28,TRUE,NA,1.00882E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",matildaprice_,1,FALSE,FALSE,NA,NA,0.720962933
44,RT @LymeAction: Layton and Matt #cycling in @RideLondon #fundraising for our @RCGP Spotlight project to raise awareness in #primarycare - c…,FALSE,0,NA,18/06/2018 21:27,FALSE,NA,1.00882E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PearsLDA,4,TRUE,FALSE,NA,NA,0.631075911
45,"RT @DSUKHEMEL: I'm fundraising for Disability Snowsport UK @RideLondon , a great charity who enable anyone with a disability to participate…",FALSE,0,NA,18/06/2018 21:06,FALSE,NA,1.00882E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cymro66,1,TRUE,FALSE,NA,NA,0.80856897
46,"Hi @Kika_GuideDog 
This year I will be cycling in the Prudential RideLondon-Surrey 100
in order to raise money for… https://t.co/YsBNirils2",FALSE,0,NA,18/06/2018 20:27,TRUE,NA,1.00881E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Eyal89,0,FALSE,FALSE,NA,NA,0.619593583
47,RT @Twenty_TwentyUK: https://t.co/g02Jdjbr4v Adrian is taking on @RideLondon at the end of July to raise #funds for us! #Hugethanks Could y…,FALSE,0,NA,18/06/2018 19:32,FALSE,NA,1.00879E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mvyner48,1,TRUE,FALSE,NA,NA,0.488123614
48,"RT @chintz91: First ride after coming back to the Midlands!

Great start to my (very late!) training for @RideLondon 100 milses in July!

#…",FALSE,0,NA,18/06/2018 19:20,FALSE,NA,1.00879E+18,NA,"<a href=""https://about.me/cyclingbot"" rel=""nofollow"">CyclingBot</a>",dhumpachika,2,TRUE,FALSE,NA,NA,0.672874507
49,"First ride after coming back to the Midlands!

Great start to my (very late!) training for @RideLondon 100 milses i… https://t.co/zgG52R1F6P",FALSE,2,NA,18/06/2018 19:13,TRUE,NA,1.00879E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chintz91,2,FALSE,FALSE,NA,NA,0.607389832
50,Escaping the big city with some big miles <U+0001F6B4><U+0001F3FC><U+200D><U+2640><U+FE0F> Roll on #ridelondon <U+0001F64C><U+0001F3FB> #whataview #training #cycling #jdrf… https://t.co/5GGpHnNt0s,FALSE,1,NA,18/06/2018 18:52,TRUE,NA,1.00878E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",type1doctor,0,FALSE,FALSE,NA,NA,0.804665933
51,"RT @HoratiosGarden: We are looking for amazing supporters to take part in the @RideLondon 46 miles, to ensure we can continue to bring tran…",FALSE,0,NA,18/06/2018 18:14,FALSE,NA,1.00877E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AnnaPrygodzicz1,5,TRUE,FALSE,NA,NA,0.750569449
52,https://t.co/g02Jdjbr4v Adrian is taking on @RideLondon at the end of July to raise #funds for us! #Hugethanks Could you #support him?,FALSE,0,NA,18/06/2018 18:11,FALSE,NA,1.00877E+18,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",Twenty_TwentyUK,1,FALSE,FALSE,NA,NA,0.575853069
53,RT @scope: Join us on July 29 because @RideLondon is back! We've got over 200 amazing #TeamScope cyclists pedalling for us and we need you…,FALSE,0,NA,18/06/2018 18:06,FALSE,NA,1.00877E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DrNancyHansen,2,TRUE,FALSE,NA,NA,0.697735996
54,@mollybretton and Fiona Slater are doing the @RideLondon to raise funds for Ambient Jam - even a fiver would help!… https://t.co/gneXnADABm,FALSE,1,mollybretton,18/06/2018 17:55,TRUE,NA,1.00877E+18,52476330,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",EntelechyArts,0,FALSE,FALSE,NA,NA,0.611393519
55,"RT @HoratiosGarden: We are looking for amazing supporters to take part in the @RideLondon 46 miles, to ensure we can continue to bring tran…",FALSE,0,NA,18/06/2018 17:41,FALSE,NA,1.00877E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",acowoodpeckers,5,TRUE,FALSE,NA,NA,0.750569449
56,RT @turn2us_org: We only have a couple of places left for this years #RideLondon on Sunday 29 July - why not sign up and ride for charity?…,FALSE,0,NA,18/06/2018 17:31,FALSE,NA,1.00876E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",L2Rhands,2,TRUE,FALSE,NA,NA,0.325423733
57,"RT @HoratiosGarden: We are looking for amazing supporters to take part in the @RideLondon 46 miles, to ensure we can continue to bring tran…",FALSE,0,NA,18/06/2018 17:25,FALSE,NA,1.00876E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",EssexHPS,5,TRUE,FALSE,NA,NA,0.750569449
58,RT @turn2us_org: We only have a couple of places left for this years #RideLondon on Sunday 29 July - why not sign up and ride for charity?…,FALSE,0,NA,18/06/2018 17:15,FALSE,NA,1.00876E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",SimonHop15,2,TRUE,FALSE,NA,NA,0.325423733
59,We only have a couple of places left for this years #RideLondon on Sunday 29 July - why not sign up and ride for ch… https://t.co/yEQTijcYmz,FALSE,0,NA,18/06/2018 17:15,TRUE,NA,1.00876E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",turn2us_org,2,FALSE,FALSE,NA,NA,0.307293221
60,"RT @JIA_NRAS: 6 weeks left to join team NRAS and sign up for RideLondon! 
Take on the challenge on 29th July and help to support those livi…",FALSE,0,NA,18/06/2018 17:12,FALSE,NA,1.00876E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Clare_NRAS,2,TRUE,FALSE,NA,NA,0.611389974
61,RT @OpSmileUK: Our @RideLondon riders have just reached 25% of their combined fundraising target - hoping to raise enough funds to provide…,FALSE,0,NA,18/06/2018 17:11,FALSE,NA,1.00876E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chriswilliams_5,1,TRUE,FALSE,NA,NA,0.589895603
62,Our @RideLondon riders have just reached 25% of their combined fundraising target - hoping to raise enough funds to… https://t.co/xqVzX85THL,FALSE,5,NA,18/06/2018 17:02,TRUE,NA,1.00876E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OpSmileUK,1,FALSE,FALSE,NA,NA,0.582960779
63,RT @MyOutdoorsCycle: New 19 Mile Event Added to Prudential RideLondon https://t.co/wV7Q1DdFpO,FALSE,0,NA,18/06/2018 16:48,FALSE,NA,1.00875E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MyOutdoorsCycle,1,TRUE,FALSE,NA,NA,0.818583723
64,2018 Prudential RideLondon-Surrey 100 https://t.co/MYzo3xY3zc,FALSE,0,NA,18/06/2018 16:43,FALSE,NA,1.00875E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AzamLeslie,0,FALSE,FALSE,NA,NA,0.706455123
65,RT @HarrisonsFund: We want YOU to scream and shout! We're looking for cheerleaders to come out to #RideLondon  on July 30th! We'll even sen…,FALSE,0,NA,18/06/2018 16:43,FALSE,NA,1.00875E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LauraZoe88,1,TRUE,FALSE,NA,NA,0.639453531
66,"RT @HoratiosGarden: We are looking for amazing supporters to take part in the @RideLondon 46 miles, to ensure we ca… https://t.co/QsHhUR0eLN",FALSE,0,NA,18/06/2018 16:20,TRUE,NA,1.00875E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",LondonLiveEvent,0,FALSE,FALSE,NA,NA,0.751954687
67,2018 Prudential RideLondon-Surrey 100 https://t.co/RXykobCmVV,FALSE,0,NA,18/06/2018 16:15,FALSE,NA,1.00874E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mossel_80,0,FALSE,FALSE,NA,NA,0.706455123
68,@RichardPBurr @missminifer @Triton_Tools_UK @BradleyJaden @WickedUK @lesmisofficial @RunnymedeNT @lotusbiscoff… https://t.co/nDwl0kVvgd,FALSE,0,RichardPBurr,18/06/2018 16:13,TRUE,1.00846E+18,1.00874E+18,131631056,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ker_goz,0,FALSE,FALSE,NA,NA,0.706455123
69,"RT @RideLondonWT: <U+0001F3C1> VICTORIOUS <U+0001F3C1>

@CorynRivera, the reigning Prudential #RideLondon Classique champion, has won the 2018 OVO Energy Women's…",FALSE,0,NA,18/06/2018 16:05,FALSE,NA,1.00874E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RideLondon,1,TRUE,FALSE,NA,NA,0.67450415
70,@craigchis @RideLondon @bloodwise_uk Keep going mate. You’ll get there,FALSE,0,craigchis,18/06/2018 16:04,FALSE,1.0087E+18,1.00874E+18,252609384,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrpj1973,0,FALSE,FALSE,NA,NA,0.767151342
71,@cycletoworkday 60mile training ride for Prudential RideLondon https://t.co/iVUAfsWk4y,FALSE,0,cycletoworkday,18/06/2018 16:03,FALSE,1.00843E+18,1.00874E+18,1354643551,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",hmwilliamson,0,FALSE,FALSE,NA,NA,0.706455123
72,"RT @HoratiosGarden: We are looking for amazing supporters to take part in the @RideLondon 46 miles, to ensure we can continue to bring tran…",FALSE,0,NA,18/06/2018 15:50,FALSE,NA,1.00874E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",gardener_the,5,TRUE,FALSE,NA,NA,0.750569449
73,Join us on July 29 because @RideLondon is back! We've got over 200 amazing #TeamScope cyclists pedalling for us and… https://t.co/hmtayABkpB,FALSE,6,NA,18/06/2018 15:39,TRUE,NA,1.00874E+18,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",scope,2,FALSE,FALSE,NA,NA,0.703401235
74,@Stealth_Riders Looking great Ian! We can't wait to cheer you on at #RideLondon #TeamPanda,FALSE,1,Stealth_Riders,18/06/2018 15:28,FALSE,1.00797E+18,1.00873E+18,7.76842E+17,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",wwf_uk,0,FALSE,FALSE,NA,NA,0.841664004
75,"We are looking for amazing supporters to take part in the @RideLondon 46 miles, to ensure we can continue to bring… https://t.co/6wjvSxTIQk",FALSE,4,NA,18/06/2018 15:22,TRUE,NA,1.00873E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HoratiosGarden,5,FALSE,FALSE,NA,NA,0.752555946
76,"@KellyMorris2001 @RideLondon Hello Kelly, sorry for any confusion, unfortunately our purchasing team has not been a… https://t.co/mwFeacfj0X",FALSE,0,KellyMorris2001,18/06/2018 15:02,TRUE,1.00871E+18,1.00873E+18,3248517561,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",askevanscycles,0,FALSE,FALSE,NA,NA,0.053209231
77,RT @DementiaUK: Time is running out to get a place for RideLondon 46! Get on your bike and help us provide families with the specialist dem…,FALSE,0,NA,18/06/2018 15:02,FALSE,NA,1.00873E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lottie_F_Smart,4,TRUE,FALSE,NA,NA,0.628691889
78,"Join Team Bliss on 29 July for RideLondon! With no fundraising target and tons of training support, we only ask you… https://t.co/DKQm7iXZTP",FALSE,1,NA,18/06/2018 15:00,TRUE,NA,1.00873E+18,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",Blisscharity,0,FALSE,FALSE,NA,NA,0.705434584
79,Just 5 days to go until registrations close for @RideLondon 46. Don't miss out on your place to take on London's cl… https://t.co/sPntKoJKb5,FALSE,0,NA,18/06/2018 14:53,TRUE,NA,1.00872E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BCCareEvents,0,FALSE,FALSE,NA,NA,0.278361422
